"variable","label","n","threshold","pos_rate","tp_rate","fp_rate","harm","net_benefit"
"p_comb","p_comb",301,0.21,0.467116290322694,0.435486848010168,0.285443384547972,0,0.359609492623998
"p_comb","p_comb",301,0.22,0.467116290322694,0.438533409356828,0.269107786656461,0,0.36263121312039
"p_comb","p_comb",301,0.23,0.467116290322694,0.434396731901116,0.266599945839748,0,0.354762981845087
"p_comb","p_comb",301,0.24,0.467116290322694,0.432730800588107,0.264943618016544,0,0.349064394898672
"p_comb","p_comb",301,0.25,0.467116290322694,0.429792346064681,0.257915295131332,0,0.343820581020904
"p_comb","p_comb",301,0.26,0.467116290322694,0.426842612918557,0.254220510005031,0,0.33752189318706
"p_comb","p_comb",301,0.27,0.467116290322694,0.422863614661346,0.25487724912603,0,0.328593947176376
"p_comb","p_comb",301,0.28,0.467116290322694,0.421101750895006,0.253316853756157,0,0.322589641100945
"p_comb","p_comb",301,0.29,0.467116290322694,0.42435398806145,0.240097839181074,0,0.326285856564955
"p_comb","p_comb",301,0.3,0.467116290322694,0.405861598873157,0.241978932688305,0,0.30215634200674
"p_comb","p_comb",301,0.31,0.467116290322694,0.405364010690469,0.235832002598568,0,0.299410502276619
"p_comb","p_comb",301,0.32,0.467116290322694,0.401821193454166,0.236052560698658,0,0.290737635478327
"p_comb","p_comb",301,0.33,0.467116290322694,0.389298873810497,0.228641325525051,0,0.276684489596666
"p_comb","p_comb",301,0.34,0.467116290322694,0.383678436114282,0.217650467540203,0,0.271555467987511
"p_comb","p_comb",301,0.35,0.467116290322694,0.386959174320063,0.204402951925784,0,0.276896046360026
"p_comb","p_comb",301,0.36,0.467116290322694,0.386798115697332,0.201241751412303,0,0.273599630527912
"p_comb","p_comb",301,0.37,0.467116290322694,0.375454291446342,0.202618798254655,0,0.256455949614243
"p_comb","p_comb",301,0.38,0.467116290322694,0.373105009610164,0.198323561818408,0,0.251551858818236
"p_comb","p_comb",301,0.39,0.467116290322694,0.369651714931076,0.19513233822507,0,0.244894974098654
"p_comb","p_comb",301,0.4,0.467116290322694,0.363397230254882,0.198064563765052,0,0.231354187744848
"p_comb","p_comb",301,0.41,0.467116290322694,0.353808341253457,0.191042157085414,0,0.221050232092407
"p_comb","p_comb",301,0.42,0.467116290322694,0.353808341253457,0.191042157085414,0,0.215467468881261
"p_comb","p_comb",301,0.43,0.467116290322694,0.353823034941047,0.181060685989185,0,0.217233394633417
"p_comb","p_comb",301,0.44,0.467116290322694,0.352103491474959,0.172813452046636,0,0.216321493438317
"p_comb","p_comb",301,0.45,0.467116290322694,0.350247736598346,0.161380170378398,0,0.218209415379657
"p_comb","p_comb",301,0.46,0.467116290322694,0.340864226949509,0.157474643482384,0,0.20671916027933
"p_comb","p_comb",301,0.47,0.467116290322694,0.339401893531719,0.148970199491537,0,0.207296244926016
"p_comb","p_comb",301,0.48,0.467116290322694,0.341603227635334,0.136802087979284,0,0.215324377192918
"p_comb","p_comb",301,0.49,0.467116290322694,0.343631087888539,0.124807450317441,0,0.223718047387468
"p_comb","p_comb",301,0.5,0.467116290322694,0.338928629320542,0.116220872340587,0,0.222707756979955
