"drug","n_arms","both_arms","n_signatures","min_adj_p","arms","libraries","max_combined","rank"
"pf 573228",2,TRUE,6,1.68735088447913e-14,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",769.896631891248,154
"irinotecan",2,TRUE,5,1.71434521953363e-14,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_Consensus_Sigs",511.2633430509,155
"wortmannin",2,TRUE,4,1.82777599164325e-14,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",507.827671479772,156
"sar-245408",2,TRUE,7,2.73273472525976e-14,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",905.002357010109,157
"akt-inhibitor-1-2",2,TRUE,12,3.62147434056748e-14,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",1199.02327802868,158
"quinoclamine",2,TRUE,2,1.18643681814133e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",471.138782531328,159
"nsc319726",2,TRUE,2,1.22106246119583e-13,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",387.982763460931,160
"nvp-auy922",2,TRUE,75,1.31730294185075e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",624.104048140006,161
"ski-ii",2,TRUE,2,1.72575010371056e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",455.112875660475,162
"doxorubicin",2,TRUE,6,1.82187792697637e-13,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down",452.008340597428,163
"col-3",2,TRUE,2,2.04774195770439e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",445.896031393135,164
"purvalanol-a",2,TRUE,2,2.04774195770439e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",445.896031393135,165
"bx-912",2,TRUE,11,3.03633200677627e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",1503.8666058147,166
"i-bet",2,TRUE,21,4.90560803857985e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",621.320102561436,167
"az-628",2,TRUE,20,8.08459006612472e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",684.948703725514,168
"floxuridine",2,TRUE,2,9.78063084142418e-13,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",422.981987618039,169
"serdemetan",2,TRUE,6,1.14476683004186e-12,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",965.3646864022,170
"3-cl-ahpc",2,TRUE,2,2.34660706685597e-12,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",388.938232884319,171
"i-505056",2,TRUE,2,2.60459349873824e-12,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",383.673211005625,172
"thonzonium",2,TRUE,2,2.60459349873824e-12,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",383.673211005625,173
"wz-4002",2,TRUE,9,5.54680098400883e-12,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",783.068912802411,174
"xmd-885",2,TRUE,8,6.99173333009354e-12,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",461.379193357116,175
"xmd-892",2,TRUE,8,8.01059181366239e-12,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",522.652041527348,176
"fdcyd",2,TRUE,2,1.56708855924449e-11,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",353.651809661477,177
"topotecan",2,TRUE,2,2.7162238475809e-11,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",332.167511147394,178
"km-03949sc",2,TRUE,2,2.82107877011219e-11,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",329.903441587209,179
"belinostat",2,TRUE,36,3.2000242637815e-11,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",1000.82343904435,180
"a443654",2,TRUE,44,4.71098258405338e-11,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",527.497727133771,181
"xmd16-144",2,TRUE,44,6.36064749090217e-11,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",694.670238779006,182
"cabozantinib",2,TRUE,3,7.28742068634526e-11,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",464.449389097174,183
"tanespimycin",2,TRUE,19,7.3521083558954e-11,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",552.171012129068,184
"(+)-jq1",2,TRUE,36,1.23314259810185e-10,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",434.091189165841,185
"tyloxapol",2,TRUE,3,2.24390321057367e-10,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down",291.222918875815,186
"hycanthone",2,TRUE,2,2.52953665476503e-10,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",287.192947969656,187
"mgcd-265",2,TRUE,3,2.70525745626092e-10,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",712.441796172457,188
"chrysenequinone",2,TRUE,2,2.97084103681557e-10,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",281.303999542558,189
"pd-407824",2,TRUE,2,2.97084103681557e-10,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",281.303999542558,190
"ku-c104337",2,TRUE,2,3.15077070378369e-10,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",279.381431941014,191
"bms-387032",2,TRUE,63,6.16367499634489e-10,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",358.519750907668,192
"lipopolysaccharide",2,TRUE,2,1.65335364925644e-09,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",187.981772869378,193
"dacomitinib",2,TRUE,10,1.8976397394133e-09,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",350.523096455167,194
"regorafenib",2,TRUE,8,1.98538786478558e-09,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",515.700019916188,195
"devazepide",2,TRUE,2,2.40896916652677e-09,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",244.32295261342,196
"azd4547",2,TRUE,8,2.45921305132542e-09,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",402.694312650039,197
"mitomycin",2,TRUE,2,2.61005097754561e-09,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",240.930447179389,198
"gsk-690693",2,TRUE,8,4.27283890825717e-09,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",587.088941171064,199
"casiigly",2,TRUE,2,7.30046813916867e-09,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",148.395329609861,200
"imatinib",2,TRUE,15,7.44915809398724e-09,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_down",157.812140138102,201
"alfacalcidol",2,TRUE,3,8.27296874193693e-09,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",167.371679652254,202
"isotretinoin",2,TRUE,3,9.02119860928990e-09,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",178.881694877414,203
"cytarabine,",2,TRUE,3,1.05442690160565e-08,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",191.805487445865,204
"clofarabine",2,TRUE,2,1.61479169706616e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",211.628274597366,205
"mocetinostat",2,TRUE,15,1.77724610481495e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",255.65285839706,206
"arp-101",2,TRUE,2,1.86862352785395e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",207.131619182283,207
"uracil-mustard",2,TRUE,2,2.0669187049227e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",204.212568696353,208
"livf001-013",2,TRUE,2,2.15867363936617e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",202.775976678266,209
"jnk-in-5a",2,TRUE,33,2.27707235678541e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",1510.6478043585,210
"sunitinib",2,TRUE,21,2.35745631708358e-08,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down",790.735146025705,211
"menadione",2,TRUE,3,2.35745631708358e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down",279.381431941014,212
"bortezomib",2,TRUE,3,2.35745631708358e-08,"DOWN+UP","Drug_Perturbations_from_GEO_down; LINCS_L1000_Chem_Pert_Consensus_Sigs",198.555315546228,213
"l-690488",2,TRUE,2,2.35745631708358e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",198.555315546228,214
"refametinib",2,TRUE,2,2.35745631708358e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",198.555315546228,215
"jnk-9l",2,TRUE,38,3.993736584237e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",391.177326006834,216
"decitabine",2,TRUE,9,4.59227145130137e-08,"DOWN+UP","Drug_Perturbations_from_GEO_down; LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",221.495883512978,217
"linsitinib",2,TRUE,12,6.41668365782028e-08,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",358.519750907668,218
"entinostat",2,TRUE,16,1.00418974293292e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",330.042011707878,219
"buparlisib",2,TRUE,18,1.08439070620303e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",335.089269320569,220
"pimasertib",2,TRUE,2,1.63823323703828e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",168.604806125956,221
"cep-33779",2,TRUE,2,1.70096476356107e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",167.407818134437,222
"sa-1921456",2,TRUE,2,1.87053743820128e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",163.891203195094,223
"as-703026",2,TRUE,2,1.92915183058921e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",162.743194733024,224
"bmy-45778",2,TRUE,2,1.92915183058921e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",162.743194733024,225
"gsk-461364",2,TRUE,26,1.97271110934784e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",524.924990862903,226
"azd-6482",2,TRUE,7,2.82640412056239e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",347.987191001602,227
"ku-60019",2,TRUE,3,3.29027722363572e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",263.235765382728,228
"pbde",2,TRUE,3,3.47926519172457e-07,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",128.971328242577,229
"roscovitine",2,TRUE,5,3.58164911423877e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",331.187625224675,230
"unc0638",2,TRUE,3,3.59395958290626e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",259.375870852267,231
"linifanib",2,TRUE,12,5.19012626283699e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",257.224261175967,232
"as-601245",2,TRUE,13,6.23400649367522e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",294.476832391025,233
"gsk-1904529a",2,TRUE,7,6.95596214999812e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",287.919548202871,234
"ve821",2,TRUE,8,9.49554821379515e-07,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",269.590768316133,235
"tyrphostin-a9",2,TRUE,2,1.20560905815584e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",138.23860876618,236
"vu-0418934-2",2,TRUE,2,1.2529285330208e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",137.243490953317,237
"hinokitiol",2,TRUE,3,1.27713262897911e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",136.258834574575,238
"kuc111774n",2,TRUE,2,1.28668609055718e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",135.284489314345,239
"moxonidine",2,TRUE,2,1.28668609055718e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",135.284489314345,240
"z-leu3-vs",2,TRUE,2,1.28668609055718e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",135.284489314345,241
"k1448",2,TRUE,2,1.32612566436682e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",133.366144652341,242
"i-070759",2,TRUE,2,1.37066829284905e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",132.421858191354,243
"thiostrepton",2,TRUE,2,1.42858076413355e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",131.487308615851,244
"on-01910",2,TRUE,26,1.6997835579076e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",190.89116398268,245
"2,2',4,4',5,5'-hexachlorobiphenyl",2,TRUE,4,1.79765203922241e-06,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",100.380859466703,246
"nilotinib",2,TRUE,7,2.04224474670337e-06,"DOWN+UP","Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",228.872157185174,247
"ly-2334737",2,TRUE,2,2.51269851871746e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",165.051194239897,248
"beclomethasone-dipropionate",2,TRUE,2,2.51269851871746e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",163.891203195094,249
"fluocinolone-acetonide",2,TRUE,2,2.51269851871746e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",162.743194733024,250
"tivantinib",2,TRUE,22,2.61028364015266e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",866.768601166371,251
"hg-9-91-01",2,TRUE,6,4.04295785457677e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",487.789033699929,252
"ast1306",2,TRUE,10,5.07856355016044e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",581.534380796426,253
"kin001-220",2,TRUE,9,5.15723363900932e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",186.953052052175,254
"tpca-1",2,TRUE,12,5.57997856357681e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",217.965660227652,255
"gw-843682x",2,TRUE,18,5.96586990298268e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",234.605110691662,256
"cladribine",2,TRUE,2,6.29402941183969e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",115.707715444153,257
"sb-228357",2,TRUE,2,6.56765691114518e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",114.847540859639,258
"dexamethasone",2,TRUE,10,6.81115292681278e-06,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_Consensus_Sigs",87.0514493376636,259
"barasertib",2,TRUE,6,7.40720767786796e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",466.871490729668,260
"lofepramine",2,TRUE,2,7.7485872102908e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",111.498320791165,261
"methyl-benzethonium",2,TRUE,2,8.29728058445877e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",109.07877334888,262
"talazoparib",2,TRUE,2,8.47115812896705e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,263
"vama-37",2,TRUE,2,8.47115812896705e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,264
"bms-754807",2,TRUE,2,8.61012044086142e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",107.507842815501,265
"nsc-3852",2,TRUE,2,8.61012044086142e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",107.507842815501,266
"pd-168393",2,TRUE,2,8.61012044086142e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,267
"whi-p154",2,TRUE,2,8.61012044086142e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,268
"tryptamine",2,TRUE,2,8.69231953111394e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",134.320307623654,269
"rimexolone",2,TRUE,2,8.69231953111394e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down",132.421858191354,270
"way-170523",2,TRUE,2,8.90496202261412e-06,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",105.96947978337,271
"fostamatinib",2,TRUE,12,1.40428392663193e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",263.212869971159,272
"gdc-0068",2,TRUE,4,1.64452007491717e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",182.984517419536,273
"zm-447439",2,TRUE,5,2.10441911829837e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",194.533662623587,274
"garcinol",2,TRUE,2,3.12034560383782e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",155.848440317068,275
"pci-24781",2,TRUE,2,3.15655996390488e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",109.876746878485,276
"hydroquinine",2,TRUE,2,3.15655996390488e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,277
"acy-1215",2,TRUE,2,3.15655996390488e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",107.507842815501,278
"wz-3105",2,TRUE,38,3.2436217584099e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",177.623033636878,279
"npk76-ii-72-1",2,TRUE,5,4.10148927785191e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",239.165814394394,280
"raltitrexed",2,TRUE,2,4.28055483147846e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",89.536704209485,281
"perfluorooctanoic",2,TRUE,4,4.340252294902e-05,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",68.0112246745758,282
"vu-0418947-2",2,TRUE,2,4.4372040708674e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",88.8663630906381,283
"nsc-663284",2,TRUE,2,5.09169187101321e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",85.620613564451,284
"fqi-1",2,TRUE,2,5.1948406136013e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,285
"vu-0155069",2,TRUE,2,5.1948406136013e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,286
"bms-345541",2,TRUE,11,5.21500168106485e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",157.071767385207,287
"nitrazepam",2,TRUE,2,5.38559576478943e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.1451695514146,288
"dinaciclib",2,TRUE,27,5.38872942033299e-05,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",147.2707006208,289
"sb-939",2,TRUE,2,0.000116572094142516,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",86.2559765855322,290
"bg-1008",2,TRUE,2,0.000116572094142516,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.9919462035775,291
"tilmicosin",2,TRUE,2,0.000116572094142516,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.9919462035775,292
"celecoxib",2,TRUE,2,0.000116572094142516,"DOWN+UP","Drug_Perturbations_from_GEO_down; LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,293
"trihexyphenidyl",2,TRUE,2,0.000116575631267078,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.1451695514146,294
"dyn-b",2,TRUE,2,0.000120250198600421,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",82.5423448770227,295
"methylprednisolone",2,TRUE,14,0.000122770484854385,"DOWN+UP","Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_Consensus_Sigs",90.7598267980654,296
"cc-401",2,TRUE,7,0.000195826865812755,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",162.025876811596,297
"carboplatin",2,TRUE,4,0.000237904730535709,"DOWN+UP","Drug_Perturbations_from_GEO_down; LINCS_L1000_Chem_Pert_Consensus_Sigs",51.7028968932044,298
"sc-144",2,TRUE,2,0.000255366122313476,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",68.1698321621447,299
"everolimus",2,TRUE,8,0.000255410845759783,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",315.994034588119,300
"sb-525334",2,TRUE,3,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",71.9791904944065,301
"cordycepin",2,TRUE,2,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,302
"l-778123",2,TRUE,2,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,303
"bufexamac",2,TRUE,2,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,304
"ryuvidine",2,TRUE,2,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,305
"aflatoxin-b1",2,TRUE,2,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,306
"bibu-1361",2,TRUE,2,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,307
"merck-ketone",2,TRUE,2,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,308
"indatraline",2,TRUE,2,0.000277460994508147,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,309
"emf-sumo1-39",2,TRUE,2,0.000280390067451965,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,310
"tg-101209",2,TRUE,2,0.000287508665030768,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,311
"estradiol",2,TRUE,5,0.000375031024099376,"DOWN+UP","Drug_Perturbations_from_GEO_down; Drug_Perturbations_from_GEO_up",71.1991499112992,312
"tivozanib",2,TRUE,4,0.000411743856552993,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",97.0925501691698,313
"ly-2874455",2,TRUE,2,0.000411743856552993,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",70.841385626707,314
"cediranib",2,TRUE,2,0.000411743856552993,"DOWN+UP","Drug_Perturbations_from_GEO_down; LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,315
"sa-441181",2,TRUE,2,0.000411743856552993,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,316
"clobetasol",2,TRUE,2,0.000411743856552993,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,317
"sa-792709",2,TRUE,2,0.000411743856552993,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,318
"c-646",2,TRUE,2,0.000411743856552993,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,319
"resminostat",2,TRUE,2,0.000411743856552993,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,320
"olaparib",2,TRUE,5,0.00041930526265823,"DOWN+UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",150.528409451069,321
"gdc-0879",2,TRUE,7,0.000436498074735985,"DOWN+UP","LINCS_L1000_Chem_Pert_down; LINCS_L1000_Chem_Pert_up",127.674764458736,322
